question_number,elapsed_time,is_correct,question_id,_id,demographics.age,demographics.csBackground,demographics.yearsOfExperience
3,2778,True,camelCase,674f7ac5e95702b59982bf93,22,True,5
4,2810,True,kebab-case,674f7ac5e95702b59982bf93,22,True,5
5,3443,True,kebab-case,674f7ac5e95702b59982bf93,22,True,5
6,3264,True,camelCase,674f7ac5e95702b59982bf93,22,True,5
7,2145,True,camelCase,674f7ac5e95702b59982bf93,22,True,5
8,5073,True,kebab-case,674f7ac5e95702b59982bf93,22,True,5
9,3248,True,camelCase,674f7ac5e95702b59982bf93,22,True,5
0,4269,True,camelCase,674f7c17775bbb687eb28202,26,False,0
1,3558,True,kebab-case,674f7c17775bbb687eb28202,26,False,0
10,5546,True,kebab-case,674f7c17775bbb687eb28202,26,False,0
11,4663,True,kebab-case,674f7c17775bbb687eb28202,26,False,0
12,2030,True,camelCase,674f7c17775bbb687eb28202,26,False,0
13,2784,True,kebab-case,674f7c17775bbb687eb28202,26,False,0
14,3778,True,camelCase,674f7c17775bbb687eb28202,26,False,0
15,2566,True,kebab-case,674f7c17775bbb687eb28202,26,False,0
16,3458,True,kebab-case,674f7c17775bbb687eb28202,26,False,0
17,2549,True,camelCase,674f7c17775bbb687eb28202,26,False,0
18,4027,True,camelCase,674f7c17775bbb687eb28202,26,False,0
19,3331,True,camelCase,674f7c17775bbb687eb28202,26,False,0
2,3186,True,kebab-case,674f7c17775bbb687eb28202,26,False,0
3,2344,True,camelCase,674f7c17775bbb687eb28202,26,False,0
4,3831,True,kebab-case,674f7c17775bbb687eb28202,26,False,0
5,10435,False,kebab-case,674f7c17775bbb687eb28202,26,False,0
6,4381,True,camelCase,674f7c17775bbb687eb28202,26,False,0
7,4296,True,camelCase,674f7c17775bbb687eb28202,26,False,0
8,4529,True,kebab-case,674f7c17775bbb687eb28202,26,False,0
9,4780,True,camelCase,674f7c17775bbb687eb28202,26,False,0
0,15129,True,camelCase,674f7c18775bbb687eb28203,25,False,0
1,7131,True,kebab-case,674f7c18775bbb687eb28203,25,False,0
10,7977,True,kebab-case,674f7c18775bbb687eb28203,25,False,0
11,5412,True,kebab-case,674f7c18775bbb687eb28203,25,False,0
12,2680,True,camelCase,674f7c18775bbb687eb28203,25,False,0
13,8973,False,kebab-case,674f7c18775bbb687eb28203,25,False,0
14,9006,True,camelCase,674f7c18775bbb687eb28203,25,False,0
15,7725,True,kebab-case,674f7c18775bbb687eb28203,25,False,0
16,4286,True,kebab-case,674f7c18775bbb687eb28203,25,False,0
17,8150,True,camelCase,674f7c18775bbb687eb28203,25,False,0
18,3904,True,camelCase,674f7c18775bbb687eb28203,25,False,0
19,5825,True,camelCase,674f7c18775bbb687eb28203,25,False,0
2,6846,True,kebab-case,674f7c18775bbb687eb28203,25,False,0
3,6428,True,camelCase,674f7c18775bbb687eb28203,25,False,0
4,10554,True,kebab-case,674f7c18775bbb687eb28203,25,False,0
5,6808,True,kebab-case,674f7c18775bbb687eb28203,25,False,0
6,4201,True,camelCase,674f7c18775bbb687eb28203,25,False,0
7,3904,True,camelCase,674f7c18775bbb687eb28203,25,False,0
8,4720,True,kebab-case,674f7c18775bbb687eb28203,25,False,0
9,4885,True,camelCase,674f7c18775bbb687eb28203,25,False,0
0,8789,True,camelCase,674f7ce3775bbb687eb28204,26,False,0
1,10994,True,kebab-case,674f7ce3775bbb687eb28204,26,False,0
10,12152,True,kebab-case,674f7ce3775bbb687eb28204,26,False,0
11,4011,True,kebab-case,674f7ce3775bbb687eb28204,26,False,0
12,6515,True,camelCase,674f7ce3775bbb687eb28204,26,False,0
13,3287,True,kebab-case,674f7ce3775bbb687eb28204,26,False,0
14,5804,True,camelCase,674f7ce3775bbb687eb28204,26,False,0
15,5864,True,kebab-case,674f7ce3775bbb687eb28204,26,False,0
16,6610,True,kebab-case,674f7ce3775bbb687eb28204,26,False,0
17,3952,True,camelCase,674f7ce3775bbb687eb28204,26,False,0
18,6332,True,camelCase,674f7ce3775bbb687eb28204,26,False,0
19,5234,True,camelCase,674f7ce3775bbb687eb28204,26,False,0
2,9798,True,kebab-case,674f7ce3775bbb687eb28204,26,False,0
3,4331,True,camelCase,674f7ce3775bbb687eb28204,26,False,0
4,6541,True,kebab-case,674f7ce3775bbb687eb28204,26,False,0
5,8143,True,kebab-case,674f7ce3775bbb687eb28204,26,False,0
6,7261,True,camelCase,674f7ce3775bbb687eb28204,26,False,0
7,2922,True,camelCase,674f7ce3775bbb687eb28204,26,False,0
8,4979,True,kebab-case,674f7ce3775bbb687eb28204,26,False,0
9,11797,True,camelCase,674f7ce3775bbb687eb28204,26,False,0
0,6469,True,camelCase,674f7d41775bbb687eb28205,22,True,1
1,3099,True,kebab-case,674f7d41775bbb687eb28205,22,True,1
10,4161,True,kebab-case,674f7d41775bbb687eb28205,22,True,1
11,2396,True,kebab-case,674f7d41775bbb687eb28205,22,True,1
12,4548,True,camelCase,674f7d41775bbb687eb28205,22,True,1
13,4494,True,kebab-case,674f7d41775bbb687eb28205,22,True,1
14,1856,True,camelCase,674f7d41775bbb687eb28205,22,True,1
15,5967,True,kebab-case,674f7d41775bbb687eb28205,22,True,1
16,3938,False,kebab-case,674f7d41775bbb687eb28205,22,True,1
17,3539,True,camelCase,674f7d41775bbb687eb28205,22,True,1
18,6607,True,camelCase,674f7d41775bbb687eb28205,22,True,1
19,5061,False,camelCase,674f7d41775bbb687eb28205,22,True,1
2,6014,True,kebab-case,674f7d41775bbb687eb28205,22,True,1
3,2878,True,camelCase,674f7d41775bbb687eb28205,22,True,1
4,3987,True,kebab-case,674f7d41775bbb687eb28205,22,True,1
5,4434,False,kebab-case,674f7d41775bbb687eb28205,22,True,1
6,4595,True,camelCase,674f7d41775bbb687eb28205,22,True,1
7,3059,True,camelCase,674f7d41775bbb687eb28205,22,True,1
8,2857,False,kebab-case,674f7d41775bbb687eb28205,22,True,1
9,2564,True,camelCase,674f7d41775bbb687eb28205,22,True,1
0,5677,True,camelCase,674f7ef8745296d0e44b754d,20,True,2
1,6289,True,kebab-case,674f7ef8745296d0e44b754d,20,True,2
10,4688,True,kebab-case,674f7ef8745296d0e44b754d,20,True,2
11,2541,True,kebab-case,674f7ef8745296d0e44b754d,20,True,2
12,2157,True,camelCase,674f7ef8745296d0e44b754d,20,True,2
13,3424,True,kebab-case,674f7ef8745296d0e44b754d,20,True,2
14,6453,True,camelCase,674f7ef8745296d0e44b754d,20,True,2
15,3689,True,kebab-case,674f7ef8745296d0e44b754d,20,True,2
16,5589,True,kebab-case,674f7ef8745296d0e44b754d,20,True,2
17,4041,True,camelCase,674f7ef8745296d0e44b754d,20,True,2
18,5460,False,camelCase,674f7ef8745296d0e44b754d,20,True,2
19,3709,True,camelCase,674f7ef8745296d0e44b754d,20,True,2
2,5569,True,kebab-case,674f7ef8745296d0e44b754d,20,True,2
3,3068,True,camelCase,674f7ef8745296d0e44b754d,20,True,2
4,4641,True,kebab-case,674f7ef8745296d0e44b754d,20,True,2
5,4893,True,kebab-case,674f7ef8745296d0e44b754d,20,True,2
6,4669,True,camelCase,674f7ef8745296d0e44b754d,20,True,2
7,5339,True,camelCase,674f7ef8745296d0e44b754d,20,True,2
8,4337,True,kebab-case,674f7ef8745296d0e44b754d,20,True,2
9,2923,True,camelCase,674f7ef8745296d0e44b754d,20,True,2
0,4581,True,camelCase,674f81e54f61ef90d066c83a,26,True,1
1,8952,True,kebab-case,674f81e54f61ef90d066c83a,26,True,1
10,4926,True,kebab-case,674f81e54f61ef90d066c83a,26,True,1
11,3360,True,kebab-case,674f81e54f61ef90d066c83a,26,True,1
12,2495,True,camelCase,674f81e54f61ef90d066c83a,26,True,1
13,3444,True,kebab-case,674f81e54f61ef90d066c83a,26,True,1
14,2395,False,camelCase,674f81e54f61ef90d066c83a,26,True,1
15,5187,True,kebab-case,674f81e54f61ef90d066c83a,26,True,1
16,5735,True,kebab-case,674f81e54f61ef90d066c83a,26,True,1
17,3496,True,camelCase,674f81e54f61ef90d066c83a,26,True,1
18,5381,False,camelCase,674f81e54f61ef90d066c83a,26,True,1
19,4987,True,camelCase,674f81e54f61ef90d066c83a,26,True,1
2,4660,True,kebab-case,674f81e54f61ef90d066c83a,26,True,1
3,3228,True,camelCase,674f81e54f61ef90d066c83a,26,True,1
4,3776,True,kebab-case,674f81e54f61ef90d066c83a,26,True,1
5,5415,True,kebab-case,674f81e54f61ef90d066c83a,26,True,1
6,4783,True,camelCase,674f81e54f61ef90d066c83a,26,True,1
7,2509,True,camelCase,674f81e54f61ef90d066c83a,26,True,1
8,3898,True,kebab-case,674f81e54f61ef90d066c83a,26,True,1
9,2655,True,camelCase,674f81e54f61ef90d066c83a,26,True,1
0,3416,True,camelCase,674f81fd4f61ef90d066c83b,26,True,2
1,2123,True,kebab-case,674f81fd4f61ef90d066c83b,26,True,2
10,1358,False,kebab-case,674f81fd4f61ef90d066c83b,26,True,2
11,2483,True,kebab-case,674f81fd4f61ef90d066c83b,26,True,2
12,1551,True,camelCase,674f81fd4f61ef90d066c83b,26,True,2
13,1460,True,kebab-case,674f81fd4f61ef90d066c83b,26,True,2
14,1586,True,camelCase,674f81fd4f61ef90d066c83b,26,True,2
15,1626,True,kebab-case,674f81fd4f61ef90d066c83b,26,True,2
16,2041,True,kebab-case,674f81fd4f61ef90d066c83b,26,True,2
17,1793,True,camelCase,674f81fd4f61ef90d066c83b,26,True,2
18,1341,False,camelCase,674f81fd4f61ef90d066c83b,26,True,2
19,1559,False,camelCase,674f81fd4f61ef90d066c83b,26,True,2
2,2436,True,kebab-case,674f81fd4f61ef90d066c83b,26,True,2
3,1571,True,camelCase,674f81fd4f61ef90d066c83b,26,True,2
4,1681,True,kebab-case,674f81fd4f61ef90d066c83b,26,True,2
5,3411,False,kebab-case,674f81fd4f61ef90d066c83b,26,True,2
6,1597,True,camelCase,674f81fd4f61ef90d066c83b,26,True,2
7,1599,False,camelCase,674f81fd4f61ef90d066c83b,26,True,2
8,2089,True,kebab-case,674f81fd4f61ef90d066c83b,26,True,2
9,1942,True,camelCase,674f81fd4f61ef90d066c83b,26,True,2
0,3689,True,camelCase,674f82374f61ef90d066c83c,24,True,8
1,3969,True,kebab-case,674f82374f61ef90d066c83c,24,True,8
10,12404,True,kebab-case,674f82374f61ef90d066c83c,24,True,8
11,5574,True,kebab-case,674f82374f61ef90d066c83c,24,True,8
12,2590,True,camelCase,674f82374f61ef90d066c83c,24,True,8
13,3241,True,kebab-case,674f82374f61ef90d066c83c,24,True,8
14,2331,True,camelCase,674f82374f61ef90d066c83c,24,True,8
15,2784,True,kebab-case,674f82374f61ef90d066c83c,24,True,8
16,2972,True,kebab-case,674f82374f61ef90d066c83c,24,True,8
17,2247,True,camelCase,674f82374f61ef90d066c83c,24,True,8
18,1759,True,camelCase,674f82374f61ef90d066c83c,24,True,8
19,2565,True,camelCase,674f82374f61ef90d066c83c,24,True,8
2,2354,True,kebab-case,674f82374f61ef90d066c83c,24,True,8
3,5530,True,camelCase,674f82374f61ef90d066c83c,24,True,8
4,2009,True,kebab-case,674f82374f61ef90d066c83c,24,True,8
5,2153,True,kebab-case,674f82374f61ef90d066c83c,24,True,8
6,2132,False,camelCase,674f82374f61ef90d066c83c,24,True,8
7,9016,True,camelCase,674f82374f61ef90d066c83c,24,True,8
8,39951,True,kebab-case,674f82374f61ef90d066c83c,24,True,8
9,5851,True,camelCase,674f82374f61ef90d066c83c,24,True,8
0,5067,True,camelCase,674f841149002af9af589334,25,True,8
1,5370,True,kebab-case,674f841149002af9af589334,25,True,8
10,5190,True,kebab-case,674f841149002af9af589334,25,True,8
11,5498,True,kebab-case,674f841149002af9af589334,25,True,8
12,4060,True,camelCase,674f841149002af9af589334,25,True,8
13,5241,True,kebab-case,674f841149002af9af589334,25,True,8
14,6594,True,camelCase,674f841149002af9af589334,25,True,8
15,6473,True,kebab-case,674f841149002af9af589334,25,True,8
16,6986,True,kebab-case,674f841149002af9af589334,25,True,8
17,5013,True,camelCase,674f841149002af9af589334,25,True,8
18,12412,True,camelCase,674f841149002af9af589334,25,True,8
19,5792,True,camelCase,674f841149002af9af589334,25,True,8
2,5872,True,kebab-case,674f841149002af9af589334,25,True,8
3,2259,True,camelCase,674f841149002af9af589334,25,True,8
4,3455,True,kebab-case,674f841149002af9af589334,25,True,8
5,5109,True,kebab-case,674f841149002af9af589334,25,True,8
6,4835,True,camelCase,674f841149002af9af589334,25,True,8
7,3676,True,camelCase,674f841149002af9af589334,25,True,8
8,3461,True,kebab-case,674f841149002af9af589334,25,True,8
9,5522,True,camelCase,674f841149002af9af589334,25,True,8
0,7032,True,camelCase,674f85406f5b965f6fece369,21,True,7
1,5157,True,kebab-case,674f85406f5b965f6fece369,21,True,7
10,5995,True,kebab-case,674f85406f5b965f6fece369,21,True,7
11,10529,True,kebab-case,674f85406f5b965f6fece369,21,True,7
12,3463,True,camelCase,674f85406f5b965f6fece369,21,True,7
13,4429,True,kebab-case,674f85406f5b965f6fece369,21,True,7
14,4928,False,camelCase,674f85406f5b965f6fece369,21,True,7
15,4012,True,kebab-case,674f85406f5b965f6fece369,21,True,7
16,5547,True,kebab-case,674f85406f5b965f6fece369,21,True,7
17,7263,True,camelCase,674f85406f5b965f6fece369,21,True,7
18,1613,True,camelCase,674f85406f5b965f6fece369,21,True,7
19,3862,True,camelCase,674f85406f5b965f6fece369,21,True,7
2,4796,True,kebab-case,674f85406f5b965f6fece369,21,True,7
3,3995,True,camelCase,674f85406f5b965f6fece369,21,True,7
4,4878,True,kebab-case,674f85406f5b965f6fece369,21,True,7
5,5426,True,kebab-case,674f85406f5b965f6fece369,21,True,7
6,6778,True,camelCase,674f85406f5b965f6fece369,21,True,7
7,3977,True,camelCase,674f85406f5b965f6fece369,21,True,7
8,4379,True,kebab-case,674f85406f5b965f6fece369,21,True,7
9,6180,True,camelCase,674f85406f5b965f6fece369,21,True,7
0,7581,True,camelCase,674f87a9d438e1da63e1436b,21,True,3
1,4605,True,kebab-case,674f87a9d438e1da63e1436b,21,True,3
10,9089,True,kebab-case,674f87a9d438e1da63e1436b,21,True,3
11,5222,True,kebab-case,674f87a9d438e1da63e1436b,21,True,3
12,8789,True,camelCase,674f87a9d438e1da63e1436b,21,True,3
13,3754,True,kebab-case,674f87a9d438e1da63e1436b,21,True,3
14,3855,True,camelCase,674f87a9d438e1da63e1436b,21,True,3
15,4524,True,kebab-case,674f87a9d438e1da63e1436b,21,True,3
16,4117,True,kebab-case,674f87a9d438e1da63e1436b,21,True,3
17,5821,True,camelCase,674f87a9d438e1da63e1436b,21,True,3
18,5794,True,camelCase,674f87a9d438e1da63e1436b,21,True,3
19,4942,True,camelCase,674f87a9d438e1da63e1436b,21,True,3
2,9674,True,kebab-case,674f87a9d438e1da63e1436b,21,True,3
3,4173,True,camelCase,674f87a9d438e1da63e1436b,21,True,3
4,4925,True,kebab-case,674f87a9d438e1da63e1436b,21,True,3
5,8552,True,kebab-case,674f87a9d438e1da63e1436b,21,True,3
6,5404,True,camelCase,674f87a9d438e1da63e1436b,21,True,3
7,2538,True,camelCase,674f87a9d438e1da63e1436b,21,True,3
8,4158,True,kebab-case,674f87a9d438e1da63e1436b,21,True,3
9,5221,True,camelCase,674f87a9d438e1da63e1436b,21,True,3
0,12236,True,camelCase,674f8875d438e1da63e1436c,24,True,3
1,6493,True,kebab-case,674f8875d438e1da63e1436c,24,True,3
10,5122,True,kebab-case,674f8875d438e1da63e1436c,24,True,3
11,5836,True,kebab-case,674f8875d438e1da63e1436c,24,True,3
12,2189,True,camelCase,674f8875d438e1da63e1436c,24,True,3
13,5056,True,kebab-case,674f8875d438e1da63e1436c,24,True,3
14,2760,True,camelCase,674f8875d438e1da63e1436c,24,True,3
15,7504,True,kebab-case,674f8875d438e1da63e1436c,24,True,3
16,8306,False,kebab-case,674f8875d438e1da63e1436c,24,True,3
17,4674,True,camelCase,674f8875d438e1da63e1436c,24,True,3
18,3524,True,camelCase,674f8875d438e1da63e1436c,24,True,3
19,4622,True,camelCase,674f8875d438e1da63e1436c,24,True,3
2,12278,True,kebab-case,674f8875d438e1da63e1436c,24,True,3
3,2391,True,camelCase,674f8875d438e1da63e1436c,24,True,3
4,4186,True,kebab-case,674f8875d438e1da63e1436c,24,True,3
5,17398,True,kebab-case,674f8875d438e1da63e1436c,24,True,3
6,9005,True,camelCase,674f8875d438e1da63e1436c,24,True,3
7,1922,True,camelCase,674f8875d438e1da63e1436c,24,True,3
8,5322,True,kebab-case,674f8875d438e1da63e1436c,24,True,3
9,4771,True,camelCase,674f8875d438e1da63e1436c,24,True,3
0,4099,True,camelCase,674f8878d438e1da63e1436d,21,True,5
1,2983,True,kebab-case,674f8878d438e1da63e1436d,21,True,5
10,3959,True,kebab-case,674f8878d438e1da63e1436d,21,True,5
11,2957,True,kebab-case,674f8878d438e1da63e1436d,21,True,5
12,1560,True,camelCase,674f8878d438e1da63e1436d,21,True,5
13,2663,True,kebab-case,674f8878d438e1da63e1436d,21,True,5
14,3409,True,camelCase,674f8878d438e1da63e1436d,21,True,5
15,4443,True,kebab-case,674f8878d438e1da63e1436d,21,True,5
16,3894,True,kebab-case,674f8878d438e1da63e1436d,21,True,5
17,2621,True,camelCase,674f8878d438e1da63e1436d,21,True,5
18,6150,True,camelCase,674f8878d438e1da63e1436d,21,True,5
19,4815,True,camelCase,674f8878d438e1da63e1436d,21,True,5
2,4560,True,kebab-case,674f8878d438e1da63e1436d,21,True,5
3,1978,True,camelCase,674f8878d438e1da63e1436d,21,True,5
4,3223,True,kebab-case,674f8878d438e1da63e1436d,21,True,5
5,4721,True,kebab-case,674f8878d438e1da63e1436d,21,True,5
6,2848,True,camelCase,674f8878d438e1da63e1436d,21,True,5
7,5766,True,camelCase,674f8878d438e1da63e1436d,21,True,5
8,3439,True,kebab-case,674f8878d438e1da63e1436d,21,True,5
9,3019,True,camelCase,674f8878d438e1da63e1436d,21,True,5
0,4121,True,camelCase,674f88ecd438e1da63e1436e,21,True,5
1,4250,True,kebab-case,674f88ecd438e1da63e1436e,21,True,5
10,4217,True,kebab-case,674f88ecd438e1da63e1436e,21,True,5
11,4642,True,kebab-case,674f88ecd438e1da63e1436e,21,True,5
12,2512,True,camelCase,674f88ecd438e1da63e1436e,21,True,5
13,3136,True,kebab-case,674f88ecd438e1da63e1436e,21,True,5
14,2202,False,camelCase,674f88ecd438e1da63e1436e,21,True,5
15,3231,True,kebab-case,674f88ecd438e1da63e1436e,21,True,5
16,6829,True,kebab-case,674f88ecd438e1da63e1436e,21,True,5
17,2864,True,camelCase,674f88ecd438e1da63e1436e,21,True,5
18,3390,True,camelCase,674f88ecd438e1da63e1436e,21,True,5
19,5141,True,camelCase,674f88ecd438e1da63e1436e,21,True,5
2,11726,True,kebab-case,674f88ecd438e1da63e1436e,21,True,5
3,11483,True,camelCase,674f88ecd438e1da63e1436e,21,True,5
4,2385,True,kebab-case,674f88ecd438e1da63e1436e,21,True,5
5,5873,True,kebab-case,674f88ecd438e1da63e1436e,21,True,5
6,2892,True,camelCase,674f88ecd438e1da63e1436e,21,True,5
7,2870,True,camelCase,674f88ecd438e1da63e1436e,21,True,5
8,3057,True,kebab-case,674f88ecd438e1da63e1436e,21,True,5
9,3143,True,camelCase,674f88ecd438e1da63e1436e,21,True,5
0,9673,True,camelCase,674f96911ee015438d753550,58,False,0
1,9995,True,kebab-case,674f96911ee015438d753550,58,False,0
10,20245,True,kebab-case,674f96911ee015438d753550,58,False,0
11,5578,True,kebab-case,674f96911ee015438d753550,58,False,0
12,4744,True,camelCase,674f96911ee015438d753550,58,False,0
13,6009,True,kebab-case,674f96911ee015438d753550,58,False,0
14,10030,True,camelCase,674f96911ee015438d753550,58,False,0
15,14978,True,kebab-case,674f96911ee015438d753550,58,False,0
16,7795,True,kebab-case,674f96911ee015438d753550,58,False,0
17,7311,True,camelCase,674f96911ee015438d753550,58,False,0
18,13030,True,camelCase,674f96911ee015438d753550,58,False,0
19,7278,True,camelCase,674f96911ee015438d753550,58,False,0
2,10213,False,kebab-case,674f96911ee015438d753550,58,False,0
3,5078,True,camelCase,674f96911ee015438d753550,58,False,0
4,7279,True,kebab-case,674f96911ee015438d753550,58,False,0
5,18944,True,kebab-case,674f96911ee015438d753550,58,False,0
6,7613,True,camelCase,674f96911ee015438d753550,58,False,0
7,6427,True,camelCase,674f96911ee015438d753550,58,False,0
8,10361,True,kebab-case,674f96911ee015438d753550,58,False,0
9,4897,True,camelCase,674f96911ee015438d753550,58,False,0
0,5226,True,camelCase,674f9c67215ce1b9444f15d5,24,True,2
1,4486,True,kebab-case,674f9c67215ce1b9444f15d5,24,True,2
10,4207,True,kebab-case,674f9c67215ce1b9444f15d5,24,True,2
11,5787,True,kebab-case,674f9c67215ce1b9444f15d5,24,True,2
12,3692,True,camelCase,674f9c67215ce1b9444f15d5,24,True,2
13,3888,True,kebab-case,674f9c67215ce1b9444f15d5,24,True,2
14,3142,True,camelCase,674f9c67215ce1b9444f15d5,24,True,2
15,3658,True,kebab-case,674f9c67215ce1b9444f15d5,24,True,2
16,3724,True,kebab-case,674f9c67215ce1b9444f15d5,24,True,2
17,3775,True,camelCase,674f9c67215ce1b9444f15d5,24,True,2
18,2009,True,camelCase,674f9c67215ce1b9444f15d5,24,True,2
19,2675,True,camelCase,674f9c67215ce1b9444f15d5,24,True,2
2,4343,True,kebab-case,674f9c67215ce1b9444f15d5,24,True,2
3,2257,True,camelCase,674f9c67215ce1b9444f15d5,24,True,2
4,4387,True,kebab-case,674f9c67215ce1b9444f15d5,24,True,2
5,5659,True,kebab-case,674f9c67215ce1b9444f15d5,24,True,2
6,4539,True,camelCase,674f9c67215ce1b9444f15d5,24,True,2
7,2119,True,camelCase,674f9c67215ce1b9444f15d5,24,True,2
8,3811,True,kebab-case,674f9c67215ce1b9444f15d5,24,True,2
9,4525,True,camelCase,674f9c67215ce1b9444f15d5,24,True,2
0,6587,True,camelCase,674fdc15d76a7433294a53be,21,True,7
1,5061,True,kebab-case,674fdc15d76a7433294a53be,21,True,7
10,4656,True,kebab-case,674fdc15d76a7433294a53be,21,True,7
11,3817,True,kebab-case,674fdc15d76a7433294a53be,21,True,7
12,2971,True,camelCase,674fdc15d76a7433294a53be,21,True,7
13,2087,True,kebab-case,674fdc15d76a7433294a53be,21,True,7
14,5219,True,camelCase,674fdc15d76a7433294a53be,21,True,7
15,6488,True,kebab-case,674fdc15d76a7433294a53be,21,True,7
16,4003,True,kebab-case,674fdc15d76a7433294a53be,21,True,7
17,4988,True,camelCase,674fdc15d76a7433294a53be,21,True,7
18,6737,False,camelCase,674fdc15d76a7433294a53be,21,True,7
19,6174,True,camelCase,674fdc15d76a7433294a53be,21,True,7
2,5197,True,kebab-case,674fdc15d76a7433294a53be,21,True,7
3,2543,True,camelCase,674fdc15d76a7433294a53be,21,True,7
